charlybucket2 30 charlybucket 31 Ford 544 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 
Lenin 400 Dent 657 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 
_____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 
Rosencrantz 999 Guildenstern 999 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 _____ 1000 
